ImageID,ImageURL,accuracy,label
5aead902-3af0-4f7f-8395-2cf42d0f64ab,s3://dic-2024s/5aead902-3af0-4f7f-8395-2cf42d0f64ab,0.73178184,person
5aead902-3af0-4f7f-8395-2cf42d0f64ab,s3://dic-2024s/5aead902-3af0-4f7f-8395-2cf42d0f64ab,0.86806554,person
5aead902-3af0-4f7f-8395-2cf42d0f64ab,s3://dic-2024s/5aead902-3af0-4f7f-8395-2cf42d0f64ab,0.6587933,person
15f733bd-cc3c-42b1-831a-2b4bfd24a164,s3://dic-2024s/15f733bd-cc3c-42b1-831a-2b4bfd24a164,,
09d7b409-296b-4a97-8dfd-dc8e7c31cb3b,s3://dic-2024s/09d7b409-296b-4a97-8dfd-dc8e7c31cb3b,0.97810066,clock
09d7b409-296b-4a97-8dfd-dc8e7c31cb3b,s3://dic-2024s/09d7b409-296b-4a97-8dfd-dc8e7c31cb3b,0.9281172,clock
09d7b409-296b-4a97-8dfd-dc8e7c31cb3b,s3://dic-2024s/09d7b409-296b-4a97-8dfd-dc8e7c31cb3b,0.87707573,clock
94dcab1a-f38a-4b9a-a1b3-2ae0778de0e1,s3://dic-2024s/94dcab1a-f38a-4b9a-a1b3-2ae0778de0e1,0.56775874,person
94dcab1a-f38a-4b9a-a1b3-2ae0778de0e1,s3://dic-2024s/94dcab1a-f38a-4b9a-a1b3-2ae0778de0e1,0.51605415,tie
ef3d1a30-8b02-42bf-ad7a-1199a6c30c9e,s3://dic-2024s/ef3d1a30-8b02-42bf-ad7a-1199a6c30c9e,0.93194276,cat
